meterId,serialNo,make,phaseType,installStatus,dtCode,latitude,longitude
J100341,GE84786,HPL,single,Installed,DT-022,26.81939992864393,75.70602333973879
J100342,HP94885,L&T,single,Faulty,DT-023,26.964114439468926,75.8308146537493
J100343,AL67077,HPL,single,Decommissioned,DT-024,27.023444918885456,75.85803656632565
J100344,L&90705,Secure,single,Installed,DT-025,26.8358202709049,75.83377632513661
J100345,GE96701,Allied,single,Decommissioned,DT-026,26.993053640732636,75.76640277813208
J100346,AL44097,Secure,single,Installed,DT-027,26.829454417310284,75.75276890150057
J100347,SE28684,L&T,single,Installed,DT-028,26.849573420446927,75.81148470324483
J100348,HP36122,Genus,three,Installed,DT-029,26.834081815816557,75.7119244088863
J100349,AL73286,Allied,single,Installed,DT-030,26.818853246308958,75.90089474476194
J100350,AL54158,HPL,single,Installed,DT-031,26.903724103146327,75.80512159105642
J100351,HP60928,HPL,three,Decommissioned,DT-032,26.91845963804992,75.82569659719961
J100352,L&49124,Allied,single,Installed,DT-033,26.95393702344047,75.69812267212914
J100353,SE58774,Allied,single,Decommissioned,DT-034,26.78910801288914,75.82122151684966
J100354,AL75795,Allied,single,Decommissioned,DT-035,27.014885611918384,75.86711829106575
J100355,L&10736,L&T,three,Installed,DT-036,26.811237753979025,75.82243645351632
J100356,AL38147,Secure,single,Installed,DT-037,26.962958809249198,75.77901997304075
J100357,GE72989,HPL,three,Installed,DT-038,26.869568396853378,75.83181286181575
J100358,GE50335,HPL,single,Faulty,DT-039,26.862474371648954,75.85022952271179
J100359,L&33376,HPL,single,Installed,DT-040,26.83172664293563,75.73542530878699
J100360,L&88419,HPL,single,Decommissioned,DT-001,26.797639049501253,75.71626917340113
J100361,GE99892,HPL,single,Installed,DT-002,26.835642881603075,75.81083459631559
J100362,L&10313,Allied,single,Decommissioned,DT-003,26.945946863938683,75.75444485005941
J100363,GE28435,Allied,three,Faulty,DT-004,26.96903053126773,75.67654625550863
J100364,HP45206,Genus,single,Installed,DT-005,26.84058088841159,75.89057281738864
J100365,HP46532,L&T,single,Decommissioned,DT-006,26.975810364207813,75.75842938237842
J100366,L&58066,Genus,three,Installed,DT-007,26.917967179992797,75.88022666299734
J100367,GE29653,HPL,three,Installed,DT-008,26.878343401039114,75.69875225020591
J100368,L&37528,HPL,three,Faulty,DT-009,26.916888334176132,75.78477906508856
J100369,AL52651,Genus,single,Installed,DT-010,26.80621244557444,75.89962092347928
J100370,AL33726,Allied,single,Installed,DT-011,26.9666898743297,75.66600476028184
J100371,AL57820,Allied,single,Installed,DT-012,26.835735507046433,75.70757423513355
J100372,GE52165,Genus,single,Installed,DT-013,26.83491204355853,75.75537693556184
J100373,L&99482,L&T,single,Installed,DT-014,26.96242808995778,75.71366895307806
J100374,AL27690,Genus,single,Installed,DT-015,26.972383947838193,75.81562974563353
J100375,SE67566,Secure,three,Installed,DT-016,27.028246943925136,75.82320167593211
J100376,AL70999,Allied,three,Decommissioned,DT-017,26.922318968658896,75.7273693285279
J100377,L&16377,L&T,single,Installed,DT-018,26.924813929973265,75.69575865814481
J100378,AL29163,Genus,single,Faulty,DT-019,26.790750855957253,75.72907664938616
J100379,HP65698,Allied,single,Installed,DT-020,26.940943708904182,75.79268883340778
J100380,L&44522,L&T,three,Faulty,DT-021,26.865405445247983,75.67969133446245
J100381,L&31140,Secure,single,Installed,DT-022,26.955068959649747,75.733809852889
J100382,AL51222,Secure,three,Installed,DT-023,26.812733328230774,75.8619278896695
J100383,GE13676,Allied,three,Faulty,DT-024,26.798138456272522,75.6706637406351
J100384,HP27671,Genus,three,Decommissioned,DT-025,27.02037035577707,75.90935273844302
J100385,AL96696,Secure,three,Installed,DT-026,26.803918797376195,75.79603331906041
J100386,HP60929,Secure,single,Installed,DT-027,26.81778936259691,75.8540372259195
J100387,SE57482,Genus,single,Installed,DT-028,27.005220255842527,75.69969625809249
J100388,SE54991,L&T,single,Installed,DT-029,26.976191372289417,75.76812537518349
J100389,AL61093,Secure,single,Installed,DT-030,26.879932424023377,75.67226833381942
J100390,HP66658,Secure,three,Faulty,DT-031,26.881914593831265,75.67267248485955
J100391,HP98816,Allied,single,Installed,DT-032,26.922256618358755,75.80243743592659
J100392,L&88145,Allied,three,Faulty,DT-033,26.84830396794025,75.88625080461865
J100393,HP95355,HPL,three,Faulty,DT-034,27.034438501431236,75.72352297828552
J100394,SE53186,HPL,single,Installed,DT-035,26.923781588061342,75.86342865639385
J100395,AL42611,Secure,single,Installed,DT-036,26.988115068203864,75.87841832903
J100396,AL48078,Genus,single,Installed,DT-037,26.952737129554247,75.82908939026315
J100397,L&18389,L&T,single,Installed,DT-038,26.79101138151493,75.89361610086421
J100398,SE13090,Secure,single,Installed,DT-039,26.97279383338066,75.78536610844098
J100399,AL60485,HPL,single,Installed,DT-040,26.983252940494662,75.88163262899984
J100400,GN31592,Genus,three,Installed,DT-007,26.882703003792653,75.74015781362327
J100401,GN61501,Genus,three,Installed,DT-007,26.99114306413578,75.8089874643811
J100402,GN11062,Genus,three,Installed,DT-007,26.97874373345878,75.73645286911419
