meterId,serialNo,make,phaseType,installStatus,dtCode,latitude,longitude,first_kwh,last_kwh,first_kvah,last_kvah,avg_voltage,energy_records,kwh_consumption,kvah_consumption
J100165,L&86204,HPL,single,Decommissioned,DT-006,26.93749916038253,75.69426563338861,40646.49,40768.98,43898.21,44030.5,228.25,8,122.49000000000524,132.29000000000087
J100166,HP27187,Allied,single,Installed,DT-007,26.85646679098029,75.89545398482373,46022.86,46110.78,49704.69,49799.64,230.0,8,87.91999999999825,94.94999999999709
J100167,SE56313,Secure,single,Installed,DT-008,26.82616675281208,75.82642080504233,43145.46,43287.12,46597.1,46750.09,228.25,8,141.6600000000035,152.98999999999796
J100168,AL94630,Secure,three,Decommissioned,DT-009,26.952264065474832,75.75209291643482,13004.16,13074.82,14044.49,14120.8,232.0,8,70.65999999999985,76.30999999999949
J100169,SE57833,Allied,three,Installed,DT-010,27.012046898976063,75.74453572920542,41319.31,41380.28,44624.86,44690.7,229.5,8,60.970000000001164,65.83999999999651
J100170,L&26991,HPL,single,Installed,DT-011,26.941281921956783,75.71731542362618,47147.41,47325.28,50919.2,51111.3,228.625,8,177.86999999999534,192.10000000000582
J100171,SE23363,L&T,three,Installed,DT-012,26.801313182832768,75.7468211079577,8864.68,8914.19,9573.85,9627.32,232.75,8,49.51000000000022,53.469999999999345
J100172,GE60513,HPL,three,Decommissioned,DT-013,26.820991521671044,75.75371491306946,5375.14,5459.18,5805.15,5895.91,229.5,8,84.03999999999996,90.76000000000022
J100173,SE97241,HPL,three,Faulty,DT-014,26.852297058706267,75.70979772511423,22963.17,23067.3,24800.22,24912.69,231.875,8,104.13000000000102,112.46999999999753
J100174,GE50049,HPL,three,Faulty,DT-015,26.98202682795711,75.82782743839566,22462.91,22517.96,24259.94,24319.4,230.0,8,55.04999999999927,59.460000000002765
J100175,GE22774,Genus,three,Installed,DT-016,26.91938559416924,75.719052423523,7186.22,7352.16,7761.12,7940.34,228.0,8,165.9399999999996,179.22000000000025
J100176,L&21633,L&T,single,Installed,DT-017,26.810790345682857,75.69175742598968,18455.87,18546.22,19932.34,20029.92,233.875,8,90.35000000000218,97.57999999999811
J100177,HP13546,Genus,single,Installed,DT-018,27.034026832929907,75.87879010316469,42481.98,42574.49,45880.54,45980.45,230.5,8,92.50999999999476,99.90999999999622
J100178,SE46730,HPL,single,Decommissioned,DT-019,26.926511465890894,75.74719245944657,7316.58,7474.72,7901.91,8072.69,233.875,8,158.14000000000033,170.77999999999975
J100179,SE54860,Genus,single,Faulty,DT-020,26.88900566616105,75.80094822202595,29769.94,29895.0,32151.53,32286.6,227.75,8,125.06000000000131,135.0699999999997
J100180,HP83960,L&T,single,Installed,DT-021,26.93839912689766,75.77260963197118,37116.15,37195.32,40085.44,40170.95,227.125,8,79.16999999999825,85.50999999999476
J100181,SE22748,L&T,three,Decommissioned,DT-022,26.8657685449278,75.70588272708487,15030.53,15116.51,16232.97,16325.83,231.5,8,85.97999999999956,92.86000000000058
J100182,SE39101,HPL,three,Faulty,DT-023,26.857713348958736,75.69066664416827,16021.95,16104.41,17303.7,17392.76,229.625,8,82.45999999999913,89.05999999999767
J100183,GE84356,Secure,single,Installed,DT-024,26.9772560745758,75.78453192048259,27264.03,27358.99,29445.15,29547.71,228.125,8,94.96000000000276,102.55999999999767
J100184,L&99651,Genus,single,Decommissioned,DT-025,26.79310061657345,75.77719558592439,48084.82,48225.98,51931.6,52084.06,231.375,8,141.1600000000035,152.45999999999913
J100185,GE82252,L&T,single,Installed,DT-026,26.817779916657692,75.7062036336029,3426.69,3502.68,3700.82,3782.89,232.625,8,75.98999999999978,82.06999999999971
J100186,AL67347,L&T,single,Installed,DT-027,26.884568181673625,75.8703402323627,37569.8,37734.99,40575.38,40753.79,226.875,8,165.18999999999505,178.4100000000035
J100187,SE25173,Genus,single,Installed,DT-028,26.936908230097128,75.67222833735654,31786.2,31967.35,34329.1,34524.74,234.125,8,181.14999999999782,195.63999999999942
J100188,L&47410,L&T,single,Installed,DT-029,26.87739185037101,75.88106774582779,17209.78,17359.76,18586.56,18748.54,230.5,8,149.97999999999956,161.97999999999956
J100189,SE76592,Genus,single,Decommissioned,DT-030,26.79831866893694,75.74276331052901,2486.49,2541.43,2685.41,2744.74,231.5,8,54.940000000000055,59.32999999999993
J100190,SE78014,Genus,three,Installed,DT-031,26.925336431274285,75.86011811907888,43810.89,43925.29,47315.76,47439.32,230.75,8,114.40000000000146,123.55999999999767
J100191,L&24211,Secure,single,Installed,DT-032,26.807337142904384,75.86840409911024,34121.65,34279.5,36851.38,37021.86,229.125,8,157.84999999999854,170.4800000000032
J100192,L&49064,Secure,single,Installed,DT-033,27.016361999760942,75.71268685695036,21863.05,21955.89,23612.09,23712.36,232.75,8,92.84000000000015,100.27000000000044
J100193,GE31806,Allied,three,Faulty,DT-034,26.85615352433417,75.7991681168533,22177.63,22343.69,23951.84,24131.18,230.5,8,166.05999999999767,179.34000000000015
J100194,L&18718,HPL,three,Installed,DT-035,26.841456574648717,75.68901440062113,38321.31,38472.06,41387.02,41549.83,232.875,8,150.75,162.81000000000495
J100195,L&66830,L&T,single,Installed,DT-036,27.02886812700201,75.8607584799502,24451.29,24530.81,26407.39,26493.27,231.5,9,79.52000000000044,85.88000000000102
J100196,L&38798,HPL,single,Decommissioned,DT-037,26.969927468365157,75.66987958967006,20645.33,20745.55,22296.95,22405.2,230.75,8,100.21999999999753,108.25
J100197,SE40477,HPL,single,Installed,DT-038,27.031572027742023,75.81779711039057,5133.08,5280.41,5543.73,5702.84,228.625,8,147.32999999999993,159.11000000000058
J100198,GE31315,L&T,single,Faulty,DT-039,26.95305965814516,75.77971957732011,47101.36,47228.99,50869.47,51007.31,230.625,8,127.62999999999738,137.8399999999965
J100199,L&92217,L&T,single,Decommissioned,DT-040,27.02573337501856,75.84767606071914,45256.78,45318.8,48877.32,48944.31,231.25,8,62.020000000004075,66.98999999999796
J100200,GE97492,Genus,single,Faulty,DT-001,26.85241167622628,75.716893184439,21178.16,21254.9,22872.41,22955.29,229.75,8,76.7400000000016,82.88000000000102
J100201,GE71313,Genus,single,Installed,DT-002,26.838135714961776,75.81548913775264,26440.25,26522.5,28555.47,28644.3,229.5,8,82.25,88.82999999999811
J100202,SE25014,Secure,single,Decommissioned,DT-003,26.869900116084704,75.89043543508528,26884.79,27035.68,29035.57,29198.54,234.625,8,150.88999999999942,162.97000000000116
J100203,HP68667,L&T,single,Faulty,DT-004,26.95078501306018,75.68583857649723,1811.38,1904.33,1956.29,2056.67,230.625,8,92.94999999999982,100.38000000000011
J100204,AL18327,Genus,single,Installed,DT-005,26.972466612844823,75.84731092452789,8111.48,8205.66,8760.39,8862.12,231.125,8,94.18000000000029,101.73000000000138
J100205,SE11728,Allied,three,Installed,DT-006,26.9668140652637,75.68901408589231,7091.72,7169.55,7659.06,7743.11,229.875,8,77.82999999999993,84.04999999999927
J100206,HP91766,Allied,single,Faulty,DT-007,26.983626741245484,75.8533569400643,3598.77,3676.62,3886.67,3970.75,233.0,8,77.84999999999991,84.07999999999993
J100207,AL35413,Genus,single,Installed,DT-008,26.953403390622796,75.77473417212973,43792.81,43888.01,47296.23,47399.05,231.5,8,95.20000000000437,102.81999999999971
J100208,L&21843,Allied,single,Decommissioned,DT-009,26.81123513050154,75.7589083641979,1826.61,1978.66,1972.74,2136.96,229.375,8,152.05000000000018,164.22000000000003
J100209,SE75597,Genus,single,Installed,DT-010,26.926473930447923,75.80786264091516,30933.89,31013.6,33408.6,33494.68,231.0,8,79.70999999999913,86.08000000000175
J100210,HP96098,Genus,three,Installed,DT-011,26.82345170652736,75.88492325481279,31521.16,31567.78,34042.85,34093.2,227.0,8,46.61999999999898,50.349999999998545
J100211,AL10409,L&T,single,Faulty,DT-012,26.79677630957924,75.80086753217988,21678.14,21802.97,23412.39,23547.2,226.75,9,124.83000000000175,134.8100000000013
J100212,SE86091,Genus,three,Faulty,DT-013,26.85148334325533,75.7881479593671,38643.16,38747.9,41734.61,41847.73,232.625,8,104.73999999999796,113.12000000000262
J100213,AL97854,HPL,single,Faulty,DT-014,26.97392070366079,75.83313521990571,48586.39,48735.65,52473.31,52634.5,233.25,8,149.26000000000204,161.19000000000233
J100214,AL10685,HPL,single,Installed,DT-015,26.985646646730697,75.77524915265171,39183.23,39346.44,42317.89,42494.15,231.0,8,163.20999999999913,176.26000000000204
J100215,HP57411,Allied,single,Installed,DT-016,26.83211482598456,75.73066510344874,37601.77,37670.17,40609.91,40683.79,229.0,8,68.40000000000146,73.87999999999738
J100216,L&92015,HPL,single,Installed,DT-017,26.943004574712926,75.7836808824541,18487.9,18635.47,19966.93,20126.31,231.75,8,147.5699999999997,159.38000000000102
J100217,L&55852,Genus,single,Installed,DT-018,26.85163886062112,75.71149554811204,47602.58,47767.71,51410.79,51589.13,228.125,8,165.12999999999738,178.3399999999965
J100218,GE39438,Secure,single,Installed,DT-019,26.936323006549014,75.82915033822432,4669.3,4763.43,5042.84,5144.51,228.625,8,94.13000000000011,101.67000000000007
J100219,SE20412,Secure,three,Faulty,DT-020,26.859423461631035,75.90044292432508,31414.54,31459.45,33927.71,33976.2,228.75,8,44.909999999999854,48.48999999999796
J100220,GE17940,Genus,single,Decommissioned,DT-021,26.87563120436864,75.90832351029171,9988.82,10110.2,10787.92,10919.01,230.875,8,121.38000000000102,131.09000000000015
J100221,L&26784,Genus,single,Faulty,DT-022,26.86469741185904,75.69491660400313,23292.43,23398.78,25155.83,25270.68,230.875,8,106.34999999999854,114.84999999999854
J100222,SE59216,Genus,single,Faulty,DT-023,26.83585317156287,75.79876188465646,46441.95,46581.93,50157.31,50308.49,231.0,8,139.9800000000032,151.1800000000003
J100223,AL51422,L&T,single,Installed,DT-024,26.839923685677444,75.76779098381307,31119.1,31247.86,33608.62,33747.69,228.25,8,128.76000000000204,139.0699999999997
J100224,SE42740,L&T,three,Installed,DT-025,26.99728365984522,75.85349367026724,40543.17,40592.83,43786.62,43840.26,228.375,8,49.66000000000349,53.63999999999942
J100225,L&29969,Secure,three,Installed,DT-026,26.833480749132672,75.70113473877795,28323.12,28467.72,30588.97,30745.14,230.125,8,144.60000000000218,156.16999999999825
J100226,L&29637,HPL,single,Faulty,DT-027,26.84055277306363,75.71425983831072,35242.28,35295.02,38061.66,38118.62,226.5,8,52.73999999999796,56.95999999999913
J100227,SE80927,Secure,single,Installed,DT-028,26.892210615826865,75.6863286331391,31144.33,31221.44,33635.88,33719.15,232.625,8,77.10999999999694,83.27000000000407
J100228,GE77042,Secure,single,Installed,DT-029,26.825873101099955,75.81887679655124,35837.35,35996.63,38704.34,38876.36,228.625,8,159.27999999999884,172.02000000000407
J100229,HP91533,Genus,single,Decommissioned,DT-030,26.91520391209526,75.8722768560147,24201.33,24330.78,26137.44,26277.24,225.875,8,129.4499999999971,139.8000000000029
J100230,GE80358,Allied,single,Faulty,DT-031,26.927551773986877,75.69243435658068,34937.65,35070.54,37732.66,37876.19,230.0,8,132.88999999999942,143.52999999999884
J100231,AL77997,HPL,single,Installed,DT-032,26.873862275125088,75.87003724856554,24507.47,24687.18,26468.07,26662.15,228.875,8,179.70999999999913,194.08000000000175
J100232,SE89692,Genus,single,Decommissioned,DT-033,26.955065153101557,75.87919720306313,3197.99,3314.86,3453.83,3580.05,230.625,8,116.87000000000035,126.22000000000025
J100233,HP31018,L&T,single,Installed,DT-034,26.92158682239717,75.90939143443033,1856.21,2013.31,2004.7,2174.38,230.0,8,157.0999999999999,169.68000000000006
J100234,HP40902,L&T,three,Faulty,DT-035,26.8686052860274,75.69898841073523,47321.98,47395.02,51107.74,51186.62,232.375,8,73.0399999999936,78.88000000000466
J100235,SE25817,Genus,three,Installed,DT-036,26.852178690401,75.85882258855058,34602.31,34779.23,37370.49,37561.56,226.375,8,176.92000000000553,191.0699999999997
J100236,SE14808,HPL,single,Installed,DT-037,26.79385329401596,75.69286593047222,41346.65,41437.54,44654.38,44752.55,228.875,8,90.88999999999942,98.17000000000553
J100237,L&65753,Genus,three,Faulty,DT-038,27.01278045787951,75.85029210473662,33395.94,33500.92,36067.62,36181.0,231.75,8,104.97999999999593,113.37999999999738
J100238,L&96401,Secure,three,Installed,DT-039,26.90296465411559,75.7785314368994,28016.12,28085.85,30257.4,30332.71,229.375,8,69.72999999999956,75.30999999999767
J100239,SE43736,Allied,single,Faulty,DT-040,26.817611358389357,75.75608870448563,43722.58,43890.76,47220.39,47402.02,226.75,8,168.1800000000003,181.62999999999738
J100240,L&70110,L&T,single,Installed,DT-001,26.840757689001133,75.87184723568866,38499.13,38666.87,41579.06,41760.21,230.25,8,167.74000000000524,181.15000000000146
J100241,SE23186,L&T,three,Installed,DT-002,26.826995510868823,75.79881111110812,39860.27,39921.83,43049.09,43115.58,230.5,8,61.56000000000495,66.49000000000524
J100242,L&14527,L&T,single,Faulty,DT-003,26.980053717880605,75.80866371890083,27268.74,27400.75,29450.24,29592.81,230.375,8,132.0099999999984,142.5699999999997
J100243,L&82337,Secure,single,Installed,DT-004,26.94446429281272,75.76118126066653,1554.26,1649.3,1678.6,1781.24,230.25,8,95.03999999999996,102.6400000000001
J100244,HP75733,HPL,single,Decommissioned,DT-005,26.989363783649264,75.9090470940901,8429.51,8588.84,9103.87,9275.95,233.875,8,159.32999999999993,172.07999999999993
J100245,HP27560,HPL,three,Faulty,DT-006,26.79965738227368,75.82547075752886,15506.08,15687.8,16746.57,16942.83,229.25,8,181.71999999999935,196.26000000000204
J100246,GE77739,L&T,single,Installed,DT-007,26.877514870050454,75.74135065338128,36610.03,36677.91,39538.83,39612.14,232.625,8,67.88000000000466,73.30999999999767
J100247,SE39181,HPL,single,Installed,DT-008,26.919528165219912,75.85114425552096,32813.88,32906.37,35438.99,35538.88,229.0,8,92.49000000000524,99.88999999999942
J100248,AL71878,Genus,single,Faulty,DT-009,27.00202294069352,75.74450535865985,46947.07,46993.65,50702.83,50753.14,229.25,8,46.580000000001746,50.30999999999767
J100249,GE37437,Genus,single,Installed,DT-010,26.95377265583268,75.73864521770524,34581.58,34641.41,37348.11,37412.73,226.0,8,59.830000000001746,64.62000000000262
J100250,L&52514,HPL,three,Installed,DT-011,26.978987362904103,75.85359683822394,25696.06,25805.64,27751.74,27870.09,230.5,8,109.57999999999811,118.34999999999854
J100251,L&88850,Secure,single,Installed,DT-012,26.85704266789146,75.68074394073123,46947.04,47039.57,50702.8,50802.74,229.75,8,92.52999999999884,99.93999999999505
J100252,SE79066,HPL,single,Installed,DT-013,26.89618677776782,75.70792644608086,25408.65,25585.06,27441.34,27631.86,232.75,8,176.40999999999985,190.52000000000044
J100253,AL47424,Secure,single,Decommissioned,DT-014,26.805616364551337,75.82822234978453,26055.07,26161.0,28139.47,28253.88,232.75,8,105.93000000000029,114.40999999999985
J100254,L&98750,Genus,three,Installed,DT-015,26.808441750267612,75.78874226074917,50125.81,50252.97,54135.88,54273.21,229.5,8,127.16000000000349,137.33000000000175
J100255,SE41760,HPL,single,Decommissioned,DT-016,26.899677262087447,75.68498520736834,11596.72,11768.29,12524.46,12709.75,232.75,8,171.57000000000153,185.29000000000087
J100256,HP17516,Allied,three,Decommissioned,DT-017,26.8284726039554,75.66940043444997,2678.19,2770.16,2892.44,2991.77,233.5,8,91.9699999999998,99.32999999999993
J100257,GE15604,Allied,single,Faulty,DT-018,26.892120649949742,75.68419052471658,48594.14,48729.31,52481.67,52627.66,231.0,8,135.16999999999825,145.99000000000524
J100258,L&76707,Secure,single,Installed,DT-019,26.84324828229621,75.87431867057244,7018.64,7178.31,7580.13,7752.57,228.0,8,159.67000000000007,172.4399999999996
J100259,AL24641,L&T,single,Installed,DT-020,26.8469234913053,75.83407188862115,20932.75,21004.19,22607.37,22684.53,231.375,8,71.43999999999869,77.15999999999985
J100260,GE54237,Allied,single,Installed,DT-021,27.021345662504995,75.8348508280797,2067.11,2215.97,2232.48,2393.25,230.75,8,148.85999999999967,160.76999999999998
J100261,SE23192,Genus,single,Faulty,DT-022,26.825435264704375,75.6907272126737,4066.55,4122.11,4391.88,4451.88,229.125,8,55.55999999999949,60.0
J100262,L&61066,Genus,single,Installed,DT-023,26.81393452922823,75.90876942829713,29640.29,29806.24,32011.51,32190.74,228.625,8,165.95000000000073,179.2300000000032
J100263,HP54006,Secure,three,Installed,DT-024,26.97729891029196,75.76868803784969,32434.8,32494.39,35029.58,35093.94,229.625,8,59.590000000000146,64.36000000000058
J100264,AL59348,Allied,single,Installed,DT-025,26.82841040982641,75.6907367899294,42492.31,42568.8,45891.69,45974.3,230.625,8,76.49000000000524,82.61000000000058
J100265,AL67791,HPL,single,Faulty,DT-026,26.911588818270346,75.85476916938573,10503.88,10546.45,11344.19,11390.17,232.25,8,42.57000000000153,45.97999999999956
J100266,HP32982,HPL,single,Faulty,DT-027,26.87203257399853,75.87352875722358,28970.43,29029.61,31288.07,31351.98,232.25,8,59.18000000000029,63.909999999999854
J100267,AL39401,Genus,three,Decommissioned,DT-028,26.819353198369598,75.77717062147353,36444.07,36514.39,39359.59,39435.54,229.625,8,70.31999999999971,75.95000000000437
J100268,GE28179,Allied,single,Faulty,DT-029,27.012175545531885,75.8299098095486,10310.43,10371.74,11135.27,11201.48,228.75,8,61.30999999999949,66.20999999999913
J100269,L&90049,L&T,single,Installed,DT-030,26.817575701365808,75.72544134801505,47931.31,48072.32,51765.82,51918.11,229.0,8,141.01000000000204,152.29000000000087
J100270,HP60718,Allied,single,Installed,DT-031,26.87656413370753,75.75343864105893,15415.45,15478.58,16648.68,16716.87,227.625,8,63.1299999999992,68.18999999999869
J100271,HP19226,L&T,single,Installed,DT-032,26.79828210003218,75.76602876015026,33975.01,34044.71,36693.02,36768.29,226.875,8,69.69999999999709,75.27000000000407
J100272,HP26867,Secure,single,Decommissioned,DT-033,26.81113422693927,75.67174138155319,43181.12,43357.07,46635.61,46825.64,231.25,8,175.9499999999971,190.02999999999884
J100273,GE67873,L&T,three,Installed,DT-034,26.815325585804043,75.81585876507238,43482.86,43567.43,46961.49,47052.83,232.375,8,84.56999999999971,91.34000000000378
J100274,L&83299,HPL,single,Installed,DT-035,26.789799008895734,75.84780702126231,10507.39,10648.73,11347.99,11500.63,228.75,8,141.34000000000015,152.63999999999942
J100275,GE76450,HPL,single,Faulty,DT-036,26.793997578467337,75.79731508685295,26142.16,26195.78,28233.54,28291.44,228.125,8,53.61999999999898,57.89999999999782
J100276,HP98541,Genus,single,Installed,DT-037,26.801932839122696,75.6792284256408,14204.74,14277.1,15341.12,15419.27,228.0,8,72.36000000000058,78.14999999999964
J100277,L&60609,L&T,three,Faulty,DT-038,26.87886767377388,75.87296371136112,6055.06,6175.0,6539.47,6669.0,228.0,8,119.9399999999996,129.52999999999975
J100278,HP28849,Secure,three,Installed,DT-039,26.94720242798105,75.89221928324336,41500.47,41649.44,44820.5,44981.39,228.125,8,148.97000000000116,160.88999999999942
J100279,SE72466,HPL,single,Faulty,DT-040,26.960044584963565,75.6624789504313,16659.67,16797.75,17992.45,18141.57,230.0,8,138.08000000000175,149.11999999999898
J100280,SE15788,L&T,single,Faulty,DT-001,26.923869542572746,75.75961272800127,5715.04,5858.7,6172.24,6327.4,227.875,8,143.65999999999985,155.15999999999985
J100281,AL35703,Genus,three,Installed,DT-002,26.81527260850892,75.80905756439101,36625.42,36723.24,39555.45,39661.1,228.625,8,97.81999999999971,105.65000000000146
J100282,AL35777,Secure,single,Decommissioned,DT-003,26.987490888887645,75.74580581716513,31033.08,31100.67,33515.73,33588.72,226.125,8,67.58999999999651,72.98999999999796
J100283,AL69098,HPL,single,Faulty,DT-004,26.852997876731774,75.90457132089436,31009.18,31124.58,33489.92,33614.55,229.0,8,115.40000000000146,124.63000000000466
J100284,GE85543,HPL,three,Faulty,DT-005,27.021783375442123,75.70952791031236,4811.58,4896.67,5196.51,5288.4,228.125,8,85.09000000000015,91.88999999999942
J100285,GE70983,Allied,single,Installed,DT-006,26.99047577343192,75.66887197693363,19229.03,19335.26,20767.36,20882.08,226.75,8,106.22999999999956,114.72000000000116
J100286,GE73840,Allied,single,Installed,DT-007,26.802719326717877,75.69445763979824,8229.39,8294.94,8887.74,8958.54,229.0,8,65.55000000000109,70.80000000000109
J100287,AL45743,Allied,three,Decommissioned,DT-008,26.899973646707465,75.69516136651878,6660.28,6706.93,7193.1,7243.48,230.125,8,46.650000000000546,50.3799999999992
J100288,HP72706,Allied,single,Decommissioned,DT-009,26.867040376439785,75.90308718817327,16725.46,16773.99,18063.5,18115.91,231.125,8,48.530000000002474,52.409999999999854
J100289,L&23452,L&T,single,Installed,DT-010,26.95675360681964,75.89199413344981,22250.89,22391.17,24030.97,24182.46,229.625,8,140.27999999999884,151.48999999999796
J100290,GE59404,Secure,three,Installed,DT-011,27.004609568421824,75.76351047135908,14860.51,15042.36,16049.35,16245.74,230.5,8,181.85000000000036,196.38999999999942
J100291,AL32841,HPL,single,Installed,DT-012,27.03016950443164,75.78544254231751,42895.31,42985.19,46326.93,46424.0,231.5,8,89.88000000000466,97.06999999999971
J100292,GE44995,Genus,single,Installed,DT-013,26.93689859987246,75.83996752635362,49447.64,49585.1,53403.45,53551.91,232.5,8,137.45999999999913,148.4600000000064
J100293,L&75231,Allied,single,Installed,DT-014,26.833848724868243,75.67519057749091,12331.13,12459.3,13317.62,13456.04,231.0,8,128.17000000000007,138.42000000000007
J100294,HP69535,HPL,single,Installed,DT-015,26.99389339130614,75.66885404105783,2879.61,3028.92,3109.98,3271.24,231.625,8,149.30999999999995,161.25999999999976
J100295,GE39394,Allied,single,Installed,DT-016,26.87047300973684,75.72498740590895,1982.69,2162.76,2141.3,2335.79,234.25,8,180.07000000000016,194.48999999999978
J100296,AL30892,HPL,single,Installed,DT-017,27.01119440447549,75.7046766481108,20465.72,20631.51,22102.98,22282.03,232.125,8,165.78999999999724,179.04999999999927
J100297,L&47305,Genus,single,Faulty,DT-018,26.88038006037716,75.7782489681013,19713.29,19755.69,21290.36,21336.14,223.875,8,42.39999999999782,45.779999999998836
J100298,HP38489,L&T,three,Decommissioned,DT-019,26.99468570240317,75.78823071447918,45722.18,45806.23,49379.95,49470.73,228.0,8,84.05000000000291,90.78000000000611
J100299,GE52664,Secure,three,Faulty,DT-020,26.89052244988745,75.77518256396074,17971.11,18134.88,19408.8,19585.67,228.625,8,163.77000000000044,176.86999999999898
J100300,SE57060,Secure,single,Faulty,DT-021,26.939520366692545,75.74903658809858,45633.63,45737.9,49284.32,49396.94,228.25,8,104.27000000000407,112.62000000000262
J100301,HP46266,HPL,single,Installed,DT-022,26.98276693627015,75.90130076473365,34656.7,34766.17,37429.23,37547.46,234.75,8,109.47000000000116,118.22999999999593
J100302,AL93988,Genus,single,Decommissioned,DT-023,26.907850479793364,75.68884967096169,38406.99,38525.07,41479.55,41607.08,232.0,8,118.08000000000175,127.52999999999884
J100303,SE61776,HPL,single,Decommissioned,DT-024,26.82279591748268,75.76112866579574,16993.88,17166.71,18353.39,18540.05,229.375,8,172.8299999999981,186.65999999999985
J100304,AL48557,HPL,single,Installed,DT-025,26.904233712905647,75.87664218110517,38937.44,39032.22,42052.43,42154.8,226.125,8,94.77999999999884,102.37000000000262
J100305,HP20349,Secure,single,Installed,DT-026,26.921866517774856,75.88003878432578,35219.69,35284.73,38037.27,38107.51,227.25,8,65.04000000000087,70.24000000000524
J100306,GE59121,Secure,three,Installed,DT-027,26.98564811787112,75.86009951160308,34390.23,34534.57,37141.45,37297.33,229.625,8,144.3399999999965,155.88000000000466
J100307,SE81908,HPL,single,Installed,DT-028,26.829491501585675,75.78636805588398,14357.31,14404.57,15505.89,15556.94,233.375,8,47.26000000000022,51.05000000000109
J100308,HP52752,Genus,three,Installed,DT-029,26.99879171376126,75.8288704123443,38637.99,38733.55,41729.03,41832.23,229.25,8,95.56000000000495,103.20000000000437
J100309,SE45808,HPL,single,Installed,DT-030,26.9074899698888,75.70345197405918,41525.17,41680.13,44847.18,45014.54,227.875,8,154.95999999999913,167.36000000000058
J100310,GE27387,Genus,single,Decommissioned,DT-031,26.863788530549595,75.69742428305112,48833.98,49008.06,52740.7,52928.71,232.75,8,174.07999999999447,188.01000000000204
J100311,SE44990,Genus,three,Installed,DT-032,26.971202141109483,75.89181064631343,42418.71,42561.66,45812.2,45966.59,228.125,8,142.95000000000437,154.38999999999942
J100312,AL51373,HPL,single,Installed,DT-033,26.81948848612849,75.71022831960367,48482.22,48631.11,52360.8,52521.6,231.625,8,148.88999999999942,160.79999999999563
J100313,AL55614,Allied,single,Installed,DT-034,26.93771202201499,75.6852470038903,42400.92,42563.73,45793.0,45968.83,228.75,8,162.81000000000495,175.83000000000175
J100314,HP18124,Genus,single,Decommissioned,DT-035,26.846194715732803,75.67096449519526,12811.23,12872.48,13836.13,13902.27,226.5,8,61.25,66.14000000000124
J100315,HP38929,HPL,three,Installed,DT-036,26.79694513414763,75.8251546777065,46883.03,47034.61,50633.68,50797.38,230.0,8,151.58000000000175,163.6999999999971
J100316,HP97822,HPL,single,Installed,DT-037,26.930170248348823,75.71497239257228,27130.62,27246.77,29301.07,29426.51,230.5,8,116.15000000000146,125.43999999999869
J100317,AL94758,Allied,single,Installed,DT-038,27.021936055708306,75.83184413149506,33221.49,33355.85,35879.21,36024.32,230.5,8,134.36000000000058,145.11000000000058
J100318,SE52188,HPL,single,Installed,DT-039,26.916590071544142,75.80997101721373,19756.55,19908.59,21337.08,21501.28,231.5,8,152.04000000000087,164.1999999999971
J100319,AL88701,Genus,single,Installed,DT-040,26.815296938903725,75.8936552837004,45995.71,46074.44,49675.36,49760.4,234.625,8,78.7300000000032,85.04000000000087
J100320,AL75243,HPL,single,Decommissioned,DT-001,26.92331972680297,75.67809663908342,13990.83,14093.35,15110.1,15220.81,232.125,8,102.52000000000044,110.70999999999913
J100321,AL17283,Allied,single,Decommissioned,DT-002,26.819574558145927,75.71563768180572,25529.07,25612.18,27571.4,27661.15,230.75,8,83.11000000000058,89.75
J100322,GE57673,Genus,three,Decommissioned,DT-003,26.867721432848,75.87870819875756,26841.2,26978.22,28988.5,29136.48,231.875,8,137.02000000000044,147.97999999999956
J100323,HP73404,Genus,single,Installed,DT-004,26.895550225889405,75.76171024903674,12578.91,12668.36,13585.23,13681.83,230.25,8,89.45000000000073,96.60000000000036
J100324,AL47426,L&T,single,Faulty,DT-005,26.89213142412957,75.86832943690028,4288.32,4346.55,4631.39,4694.27,227.5,8,58.23000000000047,62.88000000000011
J100325,L&81835,HPL,three,Installed,DT-006,26.86733779424578,75.8797727197853,48106.85,48277.54,51955.4,52139.75,229.125,8,170.69000000000233,184.34999999999854
J100326,L&73462,Allied,single,Faulty,DT-007,27.025651883827617,75.8080663543406,47206.86,47310.61,50983.41,51095.45,229.0,8,103.75,112.0399999999936
J100327,GE71515,Allied,single,Installed,DT-008,26.98609724882301,75.90427370948969,14383.95,14509.93,15534.66,15670.72,231.5,8,125.97999999999956,136.0599999999995
J100328,GE15643,Secure,three,Faulty,DT-009,26.834247513003746,75.72580637384458,18345.15,18525.07,19812.76,20007.07,230.875,8,179.91999999999825,194.3100000000013
J100329,HP78469,Allied,single,Installed,DT-010,26.83476155964201,75.83898900435092,42939.65,43105.72,46374.82,46554.18,229.875,8,166.0699999999997,179.36000000000058
J100330,L&30452,Secure,single,Installed,DT-011,26.88203619469898,75.82325250670333,18002.43,18120.96,19442.63,19570.63,228.75,9,118.52999999999884,128.0
J100331,AL66018,Allied,three,Installed,DT-012,26.962659564362934,75.84918540125732,4376.67,4431.36,4726.81,4785.87,225.5,8,54.6899999999996,59.05999999999949
J100332,L&32256,Secure,single,Faulty,DT-013,26.841763568488044,75.89498540966092,38567.15,38665.51,41652.53,41758.75,232.125,8,98.36000000000058,106.22000000000116
